name,pos,nation,season,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded,shots_on_target_against,goals_against,saves,save%,league,team,age,pos_y
David Raya,GK,ESP,9296,7980,128,128,11520,128.0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0.21999999999999997,ENG-Premier League,Arsenal,28-257,GK
Péter Gulácsi,GK,HUN,9296,7960,52,52,4680,52.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,RB Leipzig,34-023,GK
Manuel Locatelli,MF,ITA,9296,7992,144,136,12032,133.6,4,16,20,4,0,0,24,0,5.2,5.2,5.6,10.8,84,928,104,0.12,0.48,0.6,0.12,0.6,0.16,0.16,0.32,0.16,0.32,268,0,0,0,0,4,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0.0,ITA-Serie A,Juventus,26-142,"CM,MF"
Sasa Kalajdzic,FW,AUT,13944,11982,48,18,1473,16.2,6,3,9,6,0,0,0,0,3.9000000000000004,3.9000000000000004,4.5,8.1,6,39,54,3.24,0.8400000000000001,4.08,3.24,4.08,1.8599999999999999,1.98,3.8400000000000003,1.8599999999999999,3.8400000000000003,268,0,0,0,0,4,2,0,0,4,10,0,0,2,0,0,0,0,0,0,0,0.0,"ENG-Premier League,GER-Bundesliga","Eint Frankfurt,Wolves",26-327,"FW,MF,FW"
Ivan Ilić,MF,SRB,16268,14007,217,175,14686,163.1,21,14,35,21,0,0,21,0,14.700000000000001,14.700000000000001,35.0,49.699999999999996,343,966,364,0.91,0.63,1.47,0.91,1.47,0.63,1.47,2.1,0.63,2.1,266,0,0,0,0,3,0,0,0,4,3,0,1,2,1,0,0,0,0,0,0,0.0,ITA-Serie A,Torino,23-073,"MF,DM"
James Maddison,MF,ENG,11620,9980,140,130,10675,118.5,20,45,65,20,0,0,25,0,32.0,32.0,29.5,62.0,290,1120,780,0.8500000000000001,1.9,2.75,0.8500000000000001,2.75,1.35,1.25,2.6,1.35,2.6,265,0,1,0,0,4,2,2,0,7,8,0,7,3,0,0,0,0,0,0,0,0.0,ENG-Premier League,Tottenham,27-188,"FW,MF,FW"
Marko Arnautović,FW,AUT,11620,9945,135,25,4005,44.5,25,15,40,25,0,0,0,0,25.0,25.0,13.0,38.0,60,100,385,2.8000000000000003,1.7000000000000002,4.5,2.8000000000000003,4.5,2.8000000000000003,1.45,4.25,2.8000000000000003,4.25,265,2,0,1,1,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Inter,35-040,"FW,MF,FW"
Diogo Jota,FW,POR,18592,15968,168,112,9160,101.6,80,24,104,80,0,0,24,8,42.4,42.4,26.4,68.8,432,272,888,6.32,1.92,8.16,6.32,8.16,3.36,2.08,5.44,3.36,5.44,264,3,2,1,1,10,5,1,0,2,4,0,4,2,1,0,0,0,0,0,0,0.0,ENG-Premier League,Liverpool,27-177,"FW,FW,MF,DM,AM"
Benjamin Pavard,DF,FRA,9296,7984,92,84,6688,74.4,0,8,8,0,0,0,24,0,2.8,2.8,5.6,8.4,100,356,188,0.0,0.44,0.44,0.0,0.44,0.16,0.28,0.44,0.16,0.44,262,1,0,0,0,2,1,1,0,3,0,0,10,2,1,0,0,0,0,0,0,0.0,ITA-Serie A,Inter,28-062,"DF,CB,RB"
Matthijs De Ligt,DF,NED,9296,7996,88,64,5560,61.6,8,0,8,8,0,0,20,0,6.8,6.8,0.4,7.6,64,392,24,0.52,0.0,0.52,0.52,0.52,0.44,0.04,0.48,0.44,0.48,261,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Bayern Munich,24-291,"DF,CB"
Arkadiusz Milik,FW,POL,9296,7976,128,28,3676,40.8,16,4,20,16,0,0,8,4,20.4,20.4,10.4,30.8,48,88,196,1.56,0.4,1.96,1.56,1.96,2.0,1.04,3.0,2.0,3.0,259,1,1,0,0,11,4,1,0,4,8,1,3,1,0,0,0,0,0,0,0,0.0,ITA-Serie A,Juventus,30-091,FW
Conor Gallagher,MF,ENG,16268,14000,259,259,21896,243.59999999999997,35,49,84,35,0,0,63,7,29.400000000000002,29.400000000000002,35.0,64.39999999999999,434,1204,854,0.9800000000000001,1.4000000000000001,2.4499999999999997,0.9800000000000001,2.4499999999999997,0.84,1.05,1.8900000000000001,0.84,1.8900000000000001,259,0,0,0,0,2,1,0,0,2,3,0,0,1,2,0,0,0,0,0,0,0.0,ENG-Premier League,Chelsea,24-113,"MF,CM,DM"
Maximilian Mittelstädt,DF,GER,6972,5991,93,69,6309,70.19999999999999,6,12,18,6,0,0,15,0,2.7,2.7,12.600000000000001,15.299999999999999,210,369,387,0.27,0.51,0.78,0.27,0.78,0.12,0.54,0.66,0.12,0.66,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Stuttgart,27-072,LB
Joshua Kimmich,"MF,DF",GER,6972,5985,84,81,6528,72.6,3,18,21,3,0,0,3,3,3.3000000000000003,3.3000000000000003,21.299999999999997,24.900000000000002,168,687,342,0.12,0.75,0.8699999999999999,0.12,0.8699999999999999,0.15000000000000002,0.8999999999999999,1.02,0.15000000000000002,1.02,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Bayern Munich,29-111,RB
Ezri Konsa,DF,ENG,6972,5991,105,105,9207,102.30000000000001,3,0,3,3,0,0,15,0,7.5,7.5,1.5,9.0,111,408,99,0.09,0.0,0.09,0.09,0.09,0.21000000000000002,0.06,0.27,0.21000000000000002,0.27,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Aston Villa,26-219,"RB,DF,FW"
Federico Chiesa,FW,ITA,9296,7988,132,100,8788,97.6,36,8,44,32,4,4,4,0,25.6,22.4,24.8,47.6,444,280,864,1.48,0.32,1.8,1.32,1.64,1.04,1.0,2.08,0.92,1.96,250,2,0,0,0,10,4,0,0,3,6,0,4,1,0,0,0,0,0,0,0,0.0,ITA-Serie A,Juventus,26-217,FW
Milutin Osmajić,MF,MNE,13944,11994,6,0,30,0.6000000000000001,0,0,0,0,0,0,0,0,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0,0,0,0.0,0.0,0.0,0.0,0.0,8.76,4.800000000000001,13.559999999999999,8.76,13.559999999999999,246,0,0,0,0,7,2,0,0,7,3,2,3,3,1,0,0,0,0,0,0,0.0,ESP-La Liga,Cádiz,24-309,"RM,FW"
Jørgen Strand Larsen,FW,NOR,16268,14000,259,252,20041,222.6,91,21,112,91,0,0,35,0,101.5,101.5,17.5,119.0,231,175,1281,2.8699999999999997,0.63,3.5,2.8699999999999997,3.5,3.22,0.56,3.7800000000000002,3.22,3.7800000000000002,244,1,1,0,0,3,2,0,0,6,7,0,2,2,2,0,0,0,0,0,0,0.0,ESP-La Liga,Celta Vigo,24-113,FW
Loïs Openda,FW,BEL,18592,16000,272,264,21576,240.0,192,56,248,176,16,24,32,0,176.8,157.6,46.4,204.0,616,360,1808,6.4,1.84,8.24,5.84,7.76,5.92,1.52,7.44,5.28,6.8,242,0,0,0,0,5,3,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0.0,GER-Bundesliga,RB Leipzig,24-103,"CM,FW"
Jonathan Tah,DF,GER,6972,5988,93,90,7893,87.6,12,3,15,12,0,0,18,0,6.300000000000001,6.300000000000001,0.8999999999999999,6.8999999999999995,51,399,12,0.42000000000000004,0.09,0.51,0.42000000000000004,0.51,0.21000000000000002,0.03,0.24,0.21000000000000002,0.24,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Leverkusen,28-108,CB
Jonathan Clauss,DF,FRA,11620,9960,135,125,10340,115.0,15,20,35,15,0,0,10,5,6.5,6.5,23.0,29.5,295,685,860,0.65,0.8500000000000001,1.5,0.65,1.5,0.3,1.0,1.3,0.3,1.3,237,1,2,0,0,2,1,0,0,3,0,0,16,3,3,0,0,0,0,0,0,0.0,FRA-Ligue 1,Marseille,31-247,"DF,FW,RB"
Emil Krafth,DF,SWE,9296,7976,68,32,3652,40.4,0,0,0,0,0,0,8,0,0.8,0.8,4.0,4.8,48,116,132,0.0,0.0,0.0,0.0,0.0,0.08,0.4,0.48,0.08,0.48,237,0,0,0,0,1,0,0,0,0,3,0,6,1,0,0,0,0,0,0,0,0.0,ENG-Premier League,Newcastle Utd,29-301,"DF,RB"
Mikkel Damsgaard,MF,DEN,11620,10000,115,35,4210,47.0,0,10,10,0,0,0,10,0,4.5,4.5,7.0,12.0,80,305,160,0.0,1.05,1.05,0.0,1.05,0.5,0.8,1.25,0.5,1.25,236,0,1,0,0,3,2,0,0,1,2,0,3,1,1,0,0,0,0,0,0,0.0,ENG-Premier League,Brentford,23-331,"FW,MF,FW,AM"
Romano Schmid,"MF,FW",AUT,13944,12000,198,180,15606,173.39999999999998,24,36,60,24,0,0,30,0,31.200000000000003,31.200000000000003,37.8,69.0,450,864,990,0.8400000000000001,1.26,2.0999999999999996,0.8400000000000001,2.0999999999999996,1.08,1.32,2.4000000000000004,1.08,2.4000000000000004,235,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,GER-Bundesliga,Werder Bremen,24-123,"MF,AM"
Marcus Thuram,FW,FRA,16268,13979,245,238,18809,209.29999999999998,91,49,140,91,0,0,21,0,100.10000000000001,100.10000000000001,25.900000000000002,126.0,476,329,1344,3.08,1.61,4.69,3.08,4.69,3.36,0.84,4.2,3.36,4.2,232,2,0,0,0,13,5,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0.0,ITA-Serie A,Inter,26-297,"FW,MF,FW"
Michel Aebischer,MF,SUI,13944,11982,216,156,13380,148.8,0,6,6,0,0,0,48,0,6.6000000000000005,6.6000000000000005,9.0,15.600000000000001,156,750,330,0.0,0.24,0.24,0.0,0.24,0.24,0.36,0.66,0.24,0.66,231,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0.0,ITA-Serie A,Bologna,27-144,"MF,CM,AM"
Arda Güler,"FW,MF",TUR,11620,10025,50,20,1885,21.0,30,0,30,30,0,0,5,0,7.0,7.0,0.5,8.0,80,85,125,7.1499999999999995,0.0,7.1499999999999995,7.1499999999999995,7.1499999999999995,1.7000000000000002,0.15,1.85,1.7000000000000002,1.85,231,1,0,0,0,4,1,1,0,0,2,1,8,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Madrid,19-094,"MF,AM"
Alidu Seidu,DF,GHA,9296,8000,50,40,3448,38.4,0,2,2,0,0,0,16,2,0.6000000000000001,0.6000000000000001,1.5999999999999999,2.0,60,112,54,0.0,0.16,0.16,0.0,0.16,0.1,0.12000000000000001,0.22,0.1,0.22,230,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,"Clermont Foot,Rennes",23-360,"DF,RB"
Luke Shaw,DF,ENG,6972,5985,36,36,2877,32.099999999999994,0,0,0,0,0,0,18,0,0.0,0.0,3.0,3.0,30,135,90,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.30000000000000004,0.0,0.30000000000000004,228,0,1,0,0,0,0,2,1,2,0,0,9,6,2,0,0,0,0,0,0,0.0,ENG-Premier League,Manchester Utd,28-322,LB
Lorenzo Pellegrini,MF,ITA,9296,7984,116,80,7436,82.8,32,12,44,28,4,4,28,0,19.2,16.0,9.6,25.6,172,376,388,1.56,0.6,2.12,1.36,1.92,0.92,0.48,1.4,0.76,1.24,227,1,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Roma,27-345,"MF,CM,FW"
Jamal Musiala,"MF,FW",GER,6972,6009,72,60,5265,58.5,30,15,45,30,0,0,6,0,23.700000000000003,23.700000000000003,18.0,41.7,309,300,489,1.53,0.78,2.31,1.53,2.31,1.2000000000000002,0.9299999999999999,2.13,1.2000000000000002,2.13,227,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Bayern Munich,21-093,AM
Aster Vranckx,MF,BEL,11620,10010,120,60,5765,64.0,0,0,0,0,0,0,30,0,0.5,0.5,1.5,2.0,15,240,45,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,226,0,1,0,0,1,0,2,0,4,4,0,1,0,2,0,0,0,0,0,0,0.0,GER-Bundesliga,Wolfsburg,21-238,"MF,CM,DM"
Stefan De Vrij,DF,NED,6972,5976,75,51,4758,52.800000000000004,3,0,3,3,0,0,0,0,1.7999999999999998,1.7999999999999998,0.8999999999999999,2.7,18,129,6,0.18,0.0,0.18,0.18,0.18,0.09,0.06,0.15000000000000002,0.09,0.15000000000000002,225,0,1,0,0,1,0,0,0,2,0,0,1,3,4,0,0,0,0,0,0,0.0,ITA-Serie A,Inter,32-114,"DF,CB"
Jack Grealish,"FW,MF",ENG,13944,11970,120,60,6054,67.19999999999999,18,6,24,18,0,0,36,0,12.600000000000001,12.600000000000001,15.0,27.599999999999998,522,300,876,1.62,0.54,2.16,1.62,2.16,1.1400000000000001,1.32,2.46,1.1400000000000001,2.46,224,0,1,0,0,2,1,0,0,2,7,1,3,1,2,0,0,0,0,0,0,0.0,ENG-Premier League,Manchester City,28-262,"FW,MF,FW,AM"
Ozan Kabak,DF,TUR,9296,8000,112,112,9128,101.6,16,0,16,16,0,0,44,4,8.8,8.8,4.4,13.2,84,440,44,0.64,0.0,0.64,0.64,0.64,0.36,0.16,0.52,0.36,0.52,223,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0.0,GER-Bundesliga,Hoffenheim,24-065,"DF,CB"
Raphaël Guerreiro,"DF,MF",POR,9296,7972,80,52,4764,52.8,12,0,12,12,0,0,8,0,9.6,9.6,8.0,17.6,144,344,360,0.92,0.0,0.92,0.92,0.92,0.72,0.6,1.32,0.72,1.32,219,0,0,0,0,2,0,0,0,2,0,0,14,3,5,0,0,0,0,0,0,0.0,GER-Bundesliga,Bayern Munich,30-159,"LW,DF,MF,DM"
Ollie Watkins,FW,ENG,9296,7980,148,148,12868,142.8,76,52,128,76,0,0,16,0,67.2,67.2,29.2,96.8,248,220,856,2.12,1.44,3.6,2.12,3.6,1.88,0.84,2.72,1.88,2.72,219,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,ENG-Premier League,Aston Villa,28-151,"FW,MF,FW"
Robert Andrich,"MF,DF",GER,6972,5982,84,54,5070,56.400000000000006,12,6,18,12,0,0,12,0,5.1,5.1,5.4,10.5,60,291,42,0.63,0.33,0.96,0.63,0.96,0.27,0.30000000000000004,0.5700000000000001,0.27,0.5700000000000001,218,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Leverkusen,29-250,DM
Rasmus Kristensen,DF,DEN,16268,13979,203,133,12208,135.79999999999998,7,7,14,7,0,0,35,0,3.5,3.5,6.3,10.5,112,280,805,0.35000000000000003,0.35000000000000003,0.7000000000000001,0.35000000000000003,0.7000000000000001,0.21,0.35000000000000003,0.56,0.21,0.56,216,0,0,0,0,0,0,1,0,2,0,0,9,6,0,0,0,0,0,0,0,0.0,ITA-Serie A,Roma,26-323,"RB,DF,MF"
Nemanja Maksimović,MF,SRB,11620,9975,185,185,16325,181.5,20,0,20,20,0,0,20,0,27.5,27.5,5.5,33.0,110,365,175,0.55,0.0,0.55,0.55,0.55,0.75,0.15,0.8999999999999999,0.75,0.8999999999999999,214,0,0,0,0,0,0,0,0,4,1,0,1,1,4,0,0,0,0,0,0,0.0,ESP-La Liga,Getafe,29-124,"MF,DM"
Paweł Dawidowicz,DF,POL,4648,3990,56,50,4286,47.6,0,0,0,0,0,0,10,0,1.0,1.0,0.0,1.2,22,178,10,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,210,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0.0,ITA-Serie A,Hellas Verona,29-009,CB
Mattia Zaccagni,"FW,MF",ITA,9296,7980,112,96,7824,86.8,24,4,28,24,0,0,32,0,18.8,18.8,11.6,30.4,352,220,836,1.12,0.2,1.28,1.12,1.28,0.88,0.52,1.4,0.88,1.4,209,0,1,0,0,1,0,0,0,4,6,0,2,2,1,0,0,0,0,0,0,0.0,ITA-Serie A,Lazio,28-348,"FW,MF,FW"
Kai Havertz,"MF,FW",GER,6972,5997,111,90,7902,87.9,39,21,60,36,3,3,33,0,36.900000000000006,34.8,13.200000000000001,47.7,165,297,573,1.32,0.72,2.04,1.23,1.9500000000000002,1.26,0.44999999999999996,1.71,1.17,1.62,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Arsenal,24-353,FW
William Saliba,DF,FRA,9296,8004,152,152,13680,152.0,8,4,12,8,0,0,16,0,6.4,6.4,0.8,7.2,64,628,24,0.2,0.12,0.32,0.2,0.32,0.16,0.04,0.2,0.16,0.2,208,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.0,ENG-Premier League,Arsenal,23-066,"DF,CB"
Ante Budimir,FW,CRO,6972,5973,99,87,7305,81.30000000000001,51,6,57,42,9,12,12,0,42.599999999999994,33.3,5.4,38.7,63,126,297,1.8900000000000001,0.21000000000000002,2.0999999999999996,1.56,1.77,1.59,0.21000000000000002,1.77,1.23,1.44,205,1,0,0,0,7,4,0,0,6,1,1,1,2,0,0,0,0,0,0,0,0.0,ESP-La Liga,Osasuna,32-312,FW
András Schäfer,MF,HUN,6972,5997,60,42,3642,40.5,3,6,9,3,0,0,3,3,5.4,5.4,4.5,9.600000000000001,111,177,213,0.21000000000000002,0.44999999999999996,0.66,0.21000000000000002,0.66,0.39,0.33,0.72,0.39,0.72,205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Union Berlin,25-046,"CM,MF,DM"
Martín Zubimendi,MF,ESP,9296,7996,124,116,10616,118.0,16,4,20,16,0,0,20,0,10.8,10.8,6.0,16.4,136,608,108,0.56,0.12,0.68,0.56,0.68,0.36,0.2,0.56,0.36,0.56,204,0,0,0,0,4,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0.0,ESP-La Liga,Real Sociedad,25-117,"MF,CM,DM"
Marten De Roon,"MF,DF",NED,13944,11946,180,174,15594,173.39999999999998,0,30,30,0,0,0,60,0,3.5999999999999996,3.5999999999999996,7.199999999999999,10.8,168,1068,132,0.0,1.02,1.02,0.0,1.02,0.12,0.24,0.36,0.12,0.36,202,1,0,0,0,2,1,0,0,4,3,0,0,6,1,0,0,0,0,0,0,0.0,ITA-Serie A,Atalanta,33-061,"CM,DF,MF,DM"
Dani Olmo,MF,ESP,6972,5994,63,51,4347,48.300000000000004,12,15,27,12,0,0,0,0,9.899999999999999,9.899999999999999,16.200000000000003,26.400000000000002,180,204,333,0.75,0.9299999999999999,1.6800000000000002,0.75,1.6800000000000002,0.63,1.02,1.6500000000000001,0.63,1.6500000000000001,199,3,0,0,0,7,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0.0,GER-Bundesliga,RB Leipzig,26-022,"FW,AM"
Mohammed Daramy,"FW,MF",DEN,13944,12012,150,114,9888,109.80000000000001,24,30,54,18,6,6,0,0,27.599999999999998,22.799999999999997,14.399999999999999,37.2,432,414,972,1.32,1.62,2.94,0.96,2.64,1.5,0.78,2.2800000000000002,1.26,2.04,198,1,1,0,0,3,0,0,0,2,4,0,4,3,1,0,0,0,0,0,0,0.0,FRA-Ligue 1,Reims,22-143,"FW,MF,FW"
Cole Palmer,"MF,FW,MF",ENG,13944,12012,102,87,7854,87.3,66,33,99,39,27,27,21,0,54.599999999999994,33.3,33.3,66.6,351,591,585,2.2800000000000002,1.1400000000000001,3.42,1.35,2.4899999999999998,1.8900000000000001,1.1400000000000001,3.0300000000000002,1.1400000000000001,2.31,194,2,0,2,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0.0,ENG-Premier League,"Manchester City,Chelsea",22-023,"FW,MF,AM"
Antonín Barák,"MF,FW",CZE,9296,7976,80,32,3220,35.6,8,12,20,8,0,0,8,0,6.0,6.0,8.8,15.2,68,132,256,0.88,1.36,2.24,0.88,2.24,0.68,1.0,1.68,0.68,1.68,194,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0.0,ITA-Serie A,Fiorentina,29-178,"MF,CM,AM"
Jarrod Bowen,FW,ENG,6972,5988,102,102,9057,100.5,48,18,66,48,0,0,6,0,34.8,34.8,16.5,51.599999999999994,270,156,558,1.44,0.54,1.98,1.44,1.98,1.0499999999999998,0.48,1.53,1.0499999999999998,1.53,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,West Ham,27-161,"FW,MF,AM"
Giacomo Bonaventura,MF,ITA,6972,5967,93,81,6831,75.9,24,9,33,24,0,3,18,0,17.1,13.200000000000001,10.8,24.0,180,420,321,0.96,0.36,1.29,0.96,1.29,0.66,0.42000000000000004,1.08,0.54,0.96,192,1,0,0,0,2,1,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0.0,ITA-Serie A,Fiorentina,34-281,CM
Florian Wirtz,MF,GER,6972,6009,96,78,7116,79.19999999999999,33,33,66,30,3,3,9,0,26.700000000000003,24.599999999999998,22.5,47.099999999999994,414,672,918,1.26,1.26,2.4899999999999998,1.1400000000000001,2.4000000000000004,1.02,0.8699999999999999,1.8599999999999999,0.9299999999999999,1.7999999999999998,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Leverkusen,21-026,AM
Lewis Dunk,DF,ENG,6972,5973,99,99,8607,95.69999999999999,9,3,12,9,0,0,21,3,9.3,9.3,2.7,12.0,99,456,39,0.27,0.09,0.39,0.27,0.39,0.30000000000000004,0.09,0.36,0.30000000000000004,0.36,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Brighton,32-190,"DF,CB"
Matteo Politano,FW,ITA,9296,7972,148,124,9440,104.8,32,28,60,24,8,12,8,4,28.4,19.2,26.4,45.6,452,656,864,1.24,1.08,2.28,0.92,2.0,1.08,1.0,2.08,0.72,1.72,183,0,0,0,0,2,0,0,0,2,2,0,17,1,1,0,0,0,0,0,0,0.0,ITA-Serie A,Napoli,30-300,"FW,MF,FW"
Nélson Semedo,"DF,MF",POR,9296,7972,144,144,12336,137.2,0,4,4,0,0,0,40,4,5.2,5.2,6.8,12.0,412,552,600,0.0,0.12,0.12,0.0,0.12,0.16,0.2,0.36,0.16,0.36,182,0,2,0,0,1,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0.0,ENG-Premier League,Wolves,30-195,"RB,DF,MF"
Adam Obert,DF,SVK,4648,4004,34,20,1882,21.0,0,0,0,0,0,0,2,0,0.2,0.2,1.8,2.2,28,74,10,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Cagliari,21-280,CB
Frederik Rønnow,GK,DEN,4648,3984,66,66,5940,66.0,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.4,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Union Berlin,31-299,GK
Manuel Neuer,GK,GER,4648,3972,46,46,4106,45.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Bayern Munich,38-063,GK
Matej Kovar,GK,CZE,4648,4000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Leverkusen,24-012,GK
Daniel Peretz,GK,ISR,4648,4000,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.5,GER-Bundesliga,Bayern Munich,23-324,GK
Achraf Hakimi,DF,MAR,4648,3996,50,40,3864,43.0,8,10,18,8,0,0,6,0,8.4,8.4,10.4,18.8,168,436,460,0.38,0.46,0.84,0.38,0.84,0.4,0.48,0.88,0.4,0.88,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Paris S-G,25-207,RB
Álex Grimaldo,DF,ESP,4648,3990,66,62,5568,61.8,20,26,46,20,0,0,2,0,11.4,11.4,18.2,29.6,154,324,522,0.64,0.84,1.48,0.64,1.48,0.36,0.6,0.96,0.36,0.96,180,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Leverkusen,28-252,LB
Gregor Kobel,GK,SUI,4648,3994,54,54,4730,52.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.25,GER-Bundesliga,Dortmund,26-175,GK
Lucas Beraldo,DF,BRA,4648,4006,26,24,2016,22.4,2,0,2,2,0,0,8,2,2.0,2.0,0.4,2.4,14,88,4,0.18,0.0,0.18,0.18,0.18,0.18,0.04,0.22,0.18,0.22,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Paris S-G,20-187,CB
Antonio Rüdiger,DF,GER,4648,3986,66,60,5418,60.2,2,0,2,2,0,0,14,0,3.0,3.0,2.4,5.2,34,176,2,0.06,0.0,0.06,0.06,0.06,0.1,0.08,0.18,0.1,0.18,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Madrid,31-087,CB
