league,season,team,name,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
ITA-Serie A,2223,Juventus,Juan Cuadrado,COL,"DF,FW",34,1988,31,24,2078,23.1,1,3,4,1,0,0,6,1,1.4,1.4,2.7,4.2,48,92,125,0.04,0.13,0.17,0.04,0.17,0.06,0.12,0.18,0.06,0.18
ITA-Serie A,2223,Juventus,Leandro Paredes,ARG,MF,28,1994,25,8,977,10.9,1,0,1,1,0,0,7,1,0.6,0.6,1.9,2.5,11,72,11,0.09,0.0,0.09,0.09,0.09,0.06,0.18,0.23,0.06,0.23
ITA-Serie A,2223,Juventus,Leonardo Bonucci,ITA,DF,35,1987,16,9,879,9.8,1,0,1,1,0,1,2,0,1.1,0.3,0.2,0.5,2,28,1,0.1,0.0,0.1,0.1,0.1,0.11,0.02,0.13,0.03,0.05
ITA-Serie A,2223,Juventus,Manuel Locatelli,ITA,MF,24,1998,32,29,2446,27.2,0,2,2,0,0,0,8,0,1.5,1.5,1.8,3.2,25,134,37,0.0,0.07,0.07,0.0,0.07,0.05,0.07,0.12,0.05,0.12
ITA-Serie A,2223,Juventus,Mattia De Sciglio,ITA,DF,29,1992,17,11,1042,11.6,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,16,50,40,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
ITA-Serie A,2223,Juventus,Mattia Perin,ITA,GK,29,1992,11,10,948,10.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Juventus,Matìas Soulé,ARG,"MF,FW",19,2003,13,4,420,4.7,1,0,1,1,0,0,0,0,1.5,1.5,0.8,2.3,12,15,33,0.21,0.0,0.21,0.21,0.21,0.33,0.18,0.5,0.33,0.5
ITA-Serie A,2223,Juventus,Moise Kean,ITA,FW,22,2000,28,11,995,11.1,6,0,6,6,0,0,5,1,6.3,6.3,1.1,7.4,30,13,76,0.54,0.0,0.54,0.54,0.54,0.57,0.1,0.67,0.57,0.67
ITA-Serie A,2223,Juventus,Nicolò Fagioli,ITA,MF,21,2001,26,17,1520,16.9,3,3,6,3,0,0,3,0,1.5,1.5,1.3,2.8,27,56,56,0.18,0.18,0.36,0.18,0.36,0.09,0.08,0.17,0.09,0.17
ITA-Serie A,2223,Juventus,Nicolò Rovella,ITA,MF,20,2001,3,0,27,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3
ITA-Serie A,2223,Juventus,Paul Pogba,FRA,"MF,FW",29,1993,6,1,111,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.6,5,4,15,0.0,0.0,0.0,0.0,0.0,0.27,0.2,0.46,0.27,0.46
ITA-Serie A,2223,Juventus,Samuel Iling-Junior,ENG,"DF,FW",18,2003,12,1,318,3.5,1,1,2,1,0,0,1,0,0.7,0.7,0.2,1.0,11,18,36,0.28,0.28,0.57,0.28,0.57,0.21,0.07,0.28,0.21,0.28
ITA-Serie A,2223,Juventus,Tommaso Barbieri,ITA,DF,19,2002,3,2,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Juventus,Weston McKennie,USA,"MF,DF",23,1998,15,13,1052,11.7,1,1,2,1,0,0,0,0,0.9,0.9,0.7,1.6,19,39,54,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14
ITA-Serie A,2223,Juventus,Wojciech Szczęsny,POL,GK,32,1990,28,28,2472,27.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Juventus,Ángel Di María,ARG,"FW,MF",34,1988,26,15,1363,15.1,4,4,8,3,1,1,1,1,3.1,2.3,4.5,6.7,56,96,95,0.26,0.26,0.53,0.2,0.46,0.2,0.29,0.5,0.15,0.44
ITA-Serie A,2223,Lazio,Adam Marušić,MNE,DF,29,1992,33,31,2760,30.7,0,2,2,0,0,0,8,1,0.7,0.7,1.1,1.8,38,116,43,0.0,0.07,0.07,0.0,0.07,0.02,0.03,0.06,0.02,0.06
ITA-Serie A,2223,Lazio,Alessio Romagnoli,ITA,DF,27,1995,34,33,2922,32.5,2,0,2,2,0,0,6,0,1.4,1.4,0.1,1.6,3,62,3,0.06,0.0,0.06,0.06,0.06,0.04,0.0,0.05,0.04,0.05
ITA-Serie A,2223,Lazio,Ciro Immobile,ITA,FW,32,1990,31,27,2219,24.7,12,5,17,8,4,5,3,0,14.2,10.3,1.9,12.2,40,43,174,0.49,0.2,0.69,0.32,0.53,0.57,0.08,0.65,0.42,0.49
ITA-Serie A,2223,Lazio,Danilo Cataldi,ITA,MF,27,1994,29,26,1921,21.3,0,1,1,0,0,0,5,0,0.2,0.2,1.1,1.4,8,83,14,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.06,0.01,0.06
ITA-Serie A,2223,Lazio,Elseid Hysaj,ALB,DF,28,1994,34,22,1998,22.2,1,1,2,1,0,0,3,0,0.2,0.2,1.1,1.3,36,103,60,0.05,0.05,0.09,0.05,0.09,0.01,0.05,0.06,0.01,0.06
ITA-Serie A,2223,Lazio,Felipe Anderson,BRA,FW,29,1993,38,35,2958,32.9,9,2,11,9,0,0,3,0,6.0,6.0,4.8,10.9,83,114,224,0.27,0.06,0.33,0.27,0.33,0.18,0.15,0.33,0.18,0.33
ITA-Serie A,2223,Lazio,Ivan Provedel,ITA,GK,28,1994,38,37,3413,37.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Lazio,Luca Pellegrini,ITA,DF,23,1999,7,1,180,2.0,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,7,9,11,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15
ITA-Serie A,2223,Lazio,Luis Alberto,ESP,MF,29,1992,35,27,2442,27.1,6,7,13,5,1,2,4,0,4.4,2.7,7.0,9.7,73,248,94,0.22,0.26,0.48,0.18,0.44,0.16,0.26,0.42,0.1,0.36
ITA-Serie A,2223,Lazio,Luka Romero,ARG,FW,17,2004,6,1,151,1.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,4,4,21,0.6,0.0,0.6,0.6,0.6,0.52,0.04,0.55,0.52,0.55
ITA-Serie A,2223,Lazio,Luís Maximiano,POR,GK,23,1999,1,1,5,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Lazio,Manuel Lazzari,ITA,DF,28,1993,28,22,1879,20.9,0,0,0,0,0,0,8,0,0.3,0.3,0.7,1.0,98,64,74,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
ITA-Serie A,2223,Lazio,Marco Bertini,ITA,MF,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Lazio,Marcos Antônio,BRA,MF,22,2000,16,6,594,6.6,1,1,2,1,0,0,2,0,1.2,1.2,0.3,1.5,1,25,8,0.15,0.15,0.3,0.15,0.3,0.18,0.04,0.23,0.18,0.23
ITA-Serie A,2223,Lazio,Mario Gila,ESP,DF,21,2000,4,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Lazio,Matteo Cancellieri,ITA,FW,20,2002,20,1,256,2.8,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,15,2,33,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28
ITA-Serie A,2223,Lazio,Mattia Zaccagni,ITA,FW,27,1995,35,33,2770,30.8,10,6,16,9,1,1,9,0,6.7,5.9,4.5,10.4,118,76,282,0.32,0.19,0.52,0.29,0.49,0.22,0.15,0.36,0.19,0.34
ITA-Serie A,2223,Lazio,Matías Vecino,URU,MF,30,1991,32,17,1691,18.8,2,0,2,2,0,0,6,0,2.5,2.5,0.5,3.0,22,88,17,0.11,0.0,0.11,0.11,0.11,0.13,0.03,0.16,0.13,0.16
ITA-Serie A,2223,Lazio,Nicolò Casale,ITA,DF,24,1998,29,27,2437,27.1,1,1,2,1,0,0,6,0,0.6,0.6,0.3,0.9,11,70,3,0.04,0.04,0.07,0.04,0.07,0.02,0.01,0.03,0.02,0.03
ITA-Serie A,2223,Lazio,Patric,ESP,DF,29,1993,18,16,1413,15.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,0,27,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2223,Lazio,Pedro,ESP,FW,35,1987,36,17,1898,21.1,4,3,7,4,0,0,1,0,3.4,3.4,2.6,6.1,64,52,144,0.19,0.14,0.33,0.19,0.33,0.16,0.13,0.29,0.16,0.29
ITA-Serie A,2223,Lazio,Sergej Milinković-Savić,SRB,MF,27,1995,36,34,3022,33.6,9,8,17,9,0,0,10,0,6.8,6.8,7.1,13.9,47,166,129,0.27,0.24,0.51,0.27,0.51,0.2,0.21,0.41,0.2,0.41
ITA-Serie A,2223,Lazio,Toma Bašić,CRO,MF,25,1996,25,4,513,5.7,1,0,1,1,0,0,2,0,1.8,1.8,0.4,2.2,14,22,29,0.18,0.0,0.18,0.18,0.18,0.32,0.07,0.39,0.32,0.39
ITA-Serie A,2223,Lazio,Ștefan Radu,ROU,FW,35,1986,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Lecce,Alessandro Tuia,ITA,DF,32,1990,7,6,509,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,20,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02
ITA-Serie A,2223,Lecce,Alexis Blin,FRA,MF,25,1996,35,26,2376,26.4,1,0,1,1,0,0,8,0,2.8,2.8,1.1,3.9,13,101,32,0.04,0.0,0.04,0.04,0.04,0.11,0.04,0.15,0.11,0.15
ITA-Serie A,2223,Lecce,Antonino Gallo,ITA,DF,22,2000,32,28,2486,27.6,0,1,1,0,0,0,5,1,0.6,0.6,1.9,2.6,71,154,65,0.0,0.04,0.04,0.0,0.04,0.02,0.07,0.09,0.02,0.09
ITA-Serie A,2223,Lecce,Assan Ceesay,GAM,FW,28,1994,34,20,1812,20.1,6,0,6,5,1,1,2,0,5.1,4.3,0.8,5.1,21,16,111,0.3,0.0,0.3,0.25,0.25,0.25,0.04,0.29,0.21,0.25
ITA-Serie A,2223,Lecce,Federico Baschirotto,ITA,DF,25,1996,37,37,3330,37.0,3,0,3,3,0,0,6,0,1.9,1.9,0.7,2.6,12,107,12,0.08,0.0,0.08,0.08,0.08,0.05,0.02,0.07,0.05,0.07
ITA-Serie A,2223,Lecce,Federico Di Francesco,ITA,"FW,MF",28,1994,36,23,2031,22.6,2,2,4,2,0,0,5,0,3.3,3.3,2.7,6.0,50,60,177,0.09,0.09,0.18,0.09,0.18,0.14,0.12,0.27,0.14,0.27
ITA-Serie A,2223,Lecce,Gabriel Strefezza,BRA,"FW,MF",25,1997,35,30,2442,27.1,8,4,12,6,2,3,5,0,6.2,3.9,4.3,8.2,72,107,177,0.29,0.15,0.44,0.22,0.37,0.23,0.16,0.39,0.14,0.3
ITA-Serie A,2223,Lecce,Giuseppe Pezzella,ITA,DF,24,1997,16,10,918,10.2,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,28,65,48,0.0,0.1,0.1,0.0,0.1,0.01,0.05,0.07,0.01,0.07
ITA-Serie A,2223,Lecce,Joan Gonzàlez,ESP,MF,20,2002,35,26,2197,24.4,1,3,4,1,0,0,8,0,1.5,1.5,1.3,2.8,18,71,67,0.04,0.12,0.16,0.04,0.16,0.06,0.05,0.11,0.06,0.11
ITA-Serie A,2223,Lecce,Joel Voelkerling Persson,SWE,"FW,MF",19,2003,9,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,3,10,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
ITA-Serie A,2223,Lecce,Kastriot Dermaku,ALB,DF,30,1992,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Lecce,Kristijan Bistrović,CRO,MF,24,1998,11,5,461,5.1,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,4,16,8,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14
ITA-Serie A,2223,Lecce,Kristoffer Askildsen,NOR,MF,21,2001,21,7,728,8.1,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.9,10,24,17,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.11,0.06,0.11
ITA-Serie A,2223,Lecce,Lameck Banda,ZAM,"FW,MF",21,2001,36,19,1636,18.2,2,1,3,2,0,0,6,0,3.1,3.1,1.3,4.5,86,28,160,0.11,0.06,0.17,0.11,0.17,0.17,0.07,0.25,0.17,0.25
ITA-Serie A,2223,Lecce,Lorenzo Colombo,ITA,FW,20,2002,33,18,1515,16.8,5,2,7,4,1,2,4,0,6.2,4.6,1.4,6.1,14,21,119,0.3,0.12,0.42,0.24,0.36,0.37,0.09,0.45,0.27,0.36
ITA-Serie A,2223,Lecce,Marcin Listkowski,POL,"MF,FW",24,1998,5,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,1,4,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2223,Lecce,Marin Pongračić,CRO,DF,24,1997,9,9,790,8.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2223,Lecce,Morten Hjulmand,DEN,MF,23,1999,35,34,2962,32.9,0,4,4,0,0,0,9,1,0.6,0.6,2.1,2.7,9,159,16,0.0,0.12,0.12,0.0,0.12,0.02,0.06,0.08,0.02,0.08
ITA-Serie A,2223,Lecce,Pablo Rodríguez,ESP,"FW,MF",20,2001,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2223,Lecce,Pietro Ceccaroni,ITA,DF,26,1995,2,0,43,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.24,0.33,0.58,0.24,0.58
ITA-Serie A,2223,Lecce,Remi Oudin,FRA,"FW,MF",25,1996,31,12,1321,14.7,3,0,3,3,0,0,3,0,2.0,2.0,2.3,4.3,24,63,54,0.2,0.0,0.2,0.2,0.2,0.14,0.16,0.29,0.14,0.29
ITA-Serie A,2223,Lecce,Samuel Umtiti,FRA,DF,28,1993,25,24,2113,23.5,0,0,0,0,0,0,8,0,0.8,0.8,0.1,0.9,12,56,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04
ITA-Serie A,2223,Lecce,Simone Romagnoli,ITA,DF,32,1990,7,1,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2223,Lecce,Tommaso Cassandro,ITA,DF,22,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Lecce,Valentin Gendrey,FRA,DF,22,2000,37,35,3101,34.5,0,2,2,0,0,0,4,0,0.6,0.6,2.9,3.5,47,112,107,0.0,0.06,0.06,0.0,0.06,0.02,0.08,0.1,0.02,0.1
ITA-Serie A,2223,Lecce,Wladimiro Falcone,ITA,GK,27,1995,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2223,Lecce,Youssef Maleh,MAR,MF,23,1998,17,7,674,7.5,0,1,1,0,0,0,3,0,0.3,0.3,0.3,0.6,9,19,19,0.0,0.13,0.13,0.0,0.13,0.04,0.04,0.08,0.04,0.08
ITA-Serie A,2223,Lecce,Yıldırım Mert Çetin,TUR,DF,25,1997,1,1,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Lecce,Þórir Jóhann Helgason,ISL,MF,21,2000,12,2,222,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,2,2,5,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.18,0.02,0.18
ITA-Serie A,2223,Milan,Alessandro Florenzi,ITA,DF,31,1991,6,2,203,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.2,1,10,19,0.0,0.0,0.0,0.0,0.0,0.34,0.21,0.54,0.34,0.54
ITA-Serie A,2223,Milan,Alexis Saelemaekers,BEL,"FW,DF",23,1999,30,14,1403,15.6,2,3,5,2,0,0,1,0,2.5,2.5,4.1,6.6,52,52,143,0.13,0.19,0.32,0.13,0.32,0.16,0.27,0.42,0.16,0.42
ITA-Serie A,2223,Milan,Ante Rebić,CRO,"FW,MF",28,1993,23,10,980,10.9,3,2,5,3,0,0,4,0,3.5,3.5,2.0,5.5,17,29,92,0.28,0.18,0.46,0.28,0.46,0.32,0.19,0.5,0.32,0.5
ITA-Serie A,2223,Milan,Antonio Mirante,ITA,GK,39,1983,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Milan,Aster Vranckx,BEL,MF,19,2002,9,2,240,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,2,4,5,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.12,0.02,0.12
ITA-Serie A,2223,Milan,Brahim Díaz,MAR,"MF,FW",22,1999,33,27,1925,21.4,6,7,13,6,0,0,3,0,6.0,6.0,5.6,11.5,80,121,116,0.28,0.33,0.61,0.28,0.61,0.28,0.26,0.54,0.28,0.54
ITA-Serie A,2223,Milan,Charles De Ketelaere,BEL,"MF,FW",21,2001,32,9,1116,12.4,0,1,1,0,0,0,2,0,2.0,2.0,2.0,4.0,45,59,69,0.0,0.08,0.08,0.0,0.08,0.16,0.16,0.32,0.16,0.32
ITA-Serie A,2223,Milan,Ciprian Tătărușanu,ROU,GK,36,1986,16,16,1440,16.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.06,0.06,0.0,0.06,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2223,Milan,Davide Calabria,ITA,DF,25,1996,25,21,1690,18.8,1,4,5,1,0,0,6,0,1.2,1.2,1.7,2.9,26,108,80,0.05,0.21,0.27,0.05,0.27,0.06,0.09,0.15,0.06,0.15
ITA-Serie A,2223,Milan,Divock Origi,BEL,FW,27,1995,27,10,1027,11.4,2,1,3,2,0,0,1,0,2.1,2.1,1.2,3.3,24,18,79,0.18,0.09,0.26,0.18,0.26,0.19,0.1,0.29,0.19,0.29
ITA-Serie A,2223,Milan,Fikayo Tomori,ENG,DF,24,1997,33,32,2760,30.7,1,1,2,1,0,0,5,0,1.3,1.3,0.8,2.1,26,122,10,0.03,0.03,0.07,0.03,0.07,0.04,0.03,0.07,0.04,0.07
ITA-Serie A,2223,Milan,Fodé Ballo-Touré,SEN,DF,25,1997,10,5,523,5.8,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.9,11,25,31,0.17,0.0,0.17,0.17,0.17,0.11,0.04,0.15,0.11,0.15
ITA-Serie A,2223,Milan,Ismaël Bennacer,ALG,MF,24,1997,28,24,2007,22.3,2,2,4,2,0,0,5,0,1.0,1.0,3.3,4.3,30,132,52,0.09,0.09,0.18,0.09,0.18,0.04,0.15,0.19,0.04,0.19
ITA-Serie A,2223,Milan,Junior Messias,BRA,"FW,DF",31,1991,25,19,1498,16.6,5,2,7,5,0,0,3,0,2.3,2.3,0.8,3.0,45,54,137,0.3,0.12,0.42,0.3,0.42,0.14,0.05,0.18,0.14,0.18
ITA-Serie A,2223,Milan,Malick Thiaw,GER,DF,20,2001,20,15,1362,15.1,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.0,6,67,2,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07
ITA-Serie A,2223,Milan,Marko Lazetić,SRB,FW,18,2004,1,0,9,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.63
ITA-Serie A,2223,Milan,Matteo Gabbia,ITA,DF,22,1999,12,6,613,6.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,15,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2223,Milan,Mike Maignan,FRA,GK,27,1995,22,22,1978,22.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Milan,Olivier Giroud,FRA,FW,35,1986,33,25,2139,23.8,13,5,18,10,3,3,8,1,12.7,10.4,4.0,14.4,12,36,152,0.55,0.21,0.76,0.42,0.63,0.53,0.17,0.7,0.44,0.61
ITA-Serie A,2223,Milan,Pierre Kalulu,FRA,DF,22,2000,34,26,2548,28.3,1,0,1,1,0,0,4,0,1.5,1.5,1.2,2.8,52,138,43,0.04,0.0,0.04,0.04,0.04,0.05,0.04,0.1,0.05,0.1
ITA-Serie A,2223,Milan,Rade Krunić,BIH,MF,28,1993,23,18,1657,18.4,0,1,1,0,0,0,8,0,1.1,1.1,1.1,2.2,31,73,21,0.0,0.05,0.05,0.0,0.05,0.06,0.06,0.12,0.06,0.12
ITA-Serie A,2223,Milan,Rafael Leão,POR,"FW,MF",23,1999,35,28,2421,26.9,15,8,23,15,0,0,7,1,10.8,10.8,7.0,17.9,136,122,235,0.56,0.3,0.86,0.56,0.86,0.4,0.26,0.66,0.4,0.66
ITA-Serie A,2223,Milan,Sandro Tonali,ITA,MF,22,2000,34,30,2713,30.1,2,7,9,2,0,0,7,0,2.4,2.4,5.7,8.1,61,159,86,0.07,0.23,0.3,0.07,0.3,0.08,0.19,0.27,0.08,0.27
ITA-Serie A,2223,Milan,Sergiño Dest,USA,DF,21,2000,8,2,329,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,11,14,12,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17
ITA-Serie A,2223,Milan,Simon Kjær,DEN,DF,33,1989,17,12,1007,11.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,3,45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Milan,Theo Hernández,FRA,DF,24,1997,32,32,2771,30.8,4,3,7,3,1,1,7,0,4.1,3.3,3.3,6.6,108,128,146,0.13,0.1,0.23,0.1,0.19,0.13,0.11,0.24,0.11,0.21
ITA-Serie A,2223,Milan,Tiemoué Bakayoko,FRA,MF,27,1994,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Milan,Tommaso Pobega,ITA,MF,23,1999,19,9,883,9.8,2,0,2,2,0,0,4,0,1.4,1.4,0.3,1.7,8,36,22,0.2,0.0,0.2,0.2,0.2,0.15,0.03,0.17,0.15,0.17
ITA-Serie A,2223,Milan,Yacine Adli,FRA,"MF,FW",22,2000,6,1,144,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,7,10,8,0.0,0.0,0.0,0.0,0.0,0.05,0.16,0.22,0.05,0.22
ITA-Serie A,2223,Milan,Zlatan Ibrahimović,SWE,FW,40,1981,4,1,146,1.6,1,0,1,0,1,1,0,0,1.2,0.4,0.2,0.6,0,4,10,0.62,0.0,0.62,0.0,0.0,0.72,0.11,0.84,0.24,0.35
ITA-Serie A,2223,Monza,Alessio Cragno,ITA,GK,28,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Monza,Andrea Barberis,ITA,MF,28,1993,9,3,338,3.8,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,3,14,0,0.0,0.27,0.27,0.0,0.27,0.03,0.1,0.12,0.03,0.12
ITA-Serie A,2223,Monza,Andrea Carboni,ITA,DF,21,2001,4,1,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,9,2,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
ITA-Serie A,2223,Monza,Andrea Colpani,ITA,MF,23,1999,27,10,948,10.5,4,1,5,4,0,0,1,0,2.1,2.1,1.9,4.1,31,51,69,0.38,0.09,0.47,0.38,0.47,0.2,0.18,0.39,0.2,0.39
ITA-Serie A,2223,Monza,Andrea Petagna,ITA,FW,27,1995,31,19,1663,18.5,4,5,9,3,1,1,2,0,5.7,4.9,4.4,9.3,23,34,132,0.22,0.27,0.49,0.16,0.43,0.31,0.24,0.54,0.26,0.5
ITA-Serie A,2223,Monza,Andrea Ranocchia,ITA,DF,34,1988,1,1,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2223,Monza,Armando Izzo,ITA,DF,30,1992,30,29,2466,27.4,1,0,1,1,0,0,10,0,2.1,2.1,0.9,3.1,22,96,29,0.04,0.0,0.04,0.04,0.04,0.08,0.03,0.11,0.08,0.11
ITA-Serie A,2223,Monza,Carlos Augusto,BRA,DF,23,1999,35,35,3083,34.3,6,5,11,6,0,0,4,0,4.4,4.4,3.7,8.1,87,101,151,0.18,0.15,0.32,0.18,0.32,0.13,0.11,0.24,0.13,0.24
